"id", "lat", "lon", "betweenness"
3630,43.107333,-78.946194,6.979963397909526e-06
3633,37.131894,-76.492989,6.879736131422509e-06
3636,32.116083,-110.941028,3.3679800257496433e-06
897,4.006081,9.719481,0.00013596140367977026
894,-19.757658,63.360983,0.0
893,-20.430235,57.6836,0.0016375471107975227
890,1.905469,9.805681,0.0
891,3.755267,8.708717,0.00022566890321821948
1416,48.754378,-3.471656,0.0
1417,47.974981,-4.167786,1.274353705493864e-07
1415,48.069508,-1.734794,2.06653899863813e-06
1412,49.173333,-0.45,0.0
6000,40.1919,140.371,0.0
1418,47.153189,-1.610725,0.00018875510584732142
898,10.451392,14.257361,0.0002977426028405136
7120,35.658889,-117.829444,0.0
7121,36.318611,-119.392778,0.0
7122,37.284722,-120.513889,0.0
3700,31.611289,-97.230519,0.0
3701,44.320647,-69.797317,0.0
6001,38.812222,139.787222,0.0
7128,-27.542778,151.916389,0.0018166234727185191
3708,31.35775,-100.496306,0.0
3682,33.636719,-84.428067,0.03386242645184636
202,50.223333,-66.265556,0.0014539697310410227
4049,40.03925,-88.278056,0.0
1149,1.733239,40.091606,1.6615121445570115e-05
908,-13.258878,31.936581,0.0
200,50.680556,-127.366667,0.00013754645987371425
5535,62.1794,-75.6672,9.108063714913234e-07
2059,18.240367,42.656625,7.409532386512312e-07
2341,38.411894,140.371331,0.0
2340,40.734722,140.690833,3.293268835263101e-05
2347,38.139722,140.916944,6.2906635454395686e-06
2346,40.703222,141.368364,0.0
2345,39.615556,140.218611,7.907171468712488e-07
2344,39.428611,141.135278,6.201914932268022e-07
1892,13.440947,-89.055728,0.0004236258072099275
85,53.309166,-110.0725,0.0
87,49.956112,-119.377778,0.0004438852710348843
80,54.805278,-66.805278,2.1285778239417547e-05
1897,18.58005,-72.292542,0.00014344770607265542
1895,19.732989,-72.194739,9.108063714913234e-08
1898,20.365317,-74.506206,0.0
1899,20.396331,-76.621494,0.0
906,-17.821756,25.822692,3.131739808502249e-06
2657,-27.164792,-109.421831,0.00010587628090067829
6289,-23.4342,144.28,0.0007169097287755689
2651,-23.444478,-70.4451,4.357658846549856e-05
2650,-33.392975,-70.785803,0.012736099766610007
900,7.357011,13.559242,0.0002988355704863031
2658,-40.611208,-73.061042,0.00012757621301995916
901,9.335892,13.370103,0.0
1660,47.6875,26.354056,0.0
1663,45.809861,21.337861,0.0005987865092730981
1662,46.467714,24.412525,3.4379093396378665e-06
3098,26.824192,75.812161,1.9255849447194345e-05
3097,26.251092,73.048869,0.0
3092,30.189689,78.180256,0.0
3093,28.5665,77.103088,0.013522893368903293
1066,33.927261,-4.977958,0.00011995210186035047
1065,28.448194,-11.161347,5.097276781175413e-06
1064,30.381353,-9.546311,0.0002023379220862617
1063,6.233789,-10.362311,1.544329028380674e-06
1062,6.289061,-10.758722,0.0
7252,54.910278,-59.785278,1.942123708210099e-05
7253,61.588611,-71.929444,0.00020060371523231136
3566,29.645419,-95.278889,0.00016370786736549683
3560,26.2285,-97.654389,6.660422599643975e-08
3561,33.938833,-81.119528,7.017791860715536e-08
7254,48.508611,-71.641389,1.5824582010562807e-05
7255,50.281944,-63.611389,0.0002988355704863032
2298,44.303914,143.404028,0.0
2471,-25.737281,-54.473444,7.673006039599839e-05
1528,44.413333,8.8375,3.222233768980154e-05
1529,45.445103,9.276739,0.00024355665763501502
1520,40.898661,9.517628,7.703696975402238e-05
1526,45.200761,7.649631,6.549047870120342e-05
1524,45.630606,8.728111,0.004951469596970464
1525,45.673889,9.704166,0.001736883643392044
7634,-17.956461,19.719439,1.8216127429826468e-07
5563,55.4372,-5.68639,0.0
5566,59.3675,-2.43444,4.554031857456617e-08
5567,59.3517,-2.90028,9.108063714913234e-08
5564,59.1906,-2.77222,0.0
6302,-35.8978,150.144,0.0
3380,47.843056,106.766639,0.0044394706891040655
5568,59.1553,-2.64139,0.0
5569,59.2503,-2.57667,0.0
3384,28.865,115.9,7.476992610875023e-06
3385,25.935064,119.663272,0.00039132064242755783
3386,30.229503,120.434453,0.0017724243032753606
3387,29.826683,121.461906,4.30558587869591e-05
7384,-27.172778,-51.500833,3.5688180288534016e-06
5761,44.3827,-100.286,1.0945173978193906e-05
5762,45.5709,-84.7967,0.0
3992,34.4347222,135.244167,0.0037697361126289566
7380,-22.220833,-54.805833,0.0
5765,45.6312,-89.4675,0.0
3148,17.110361,81.818208,0.0
5767,43.5294,-72.9496,0.0
3410,30.917669,29.696408,0.0003175086055787153
67,49.831667,-92.744167,5.645481492627053e-06
64,49.778332,-86.939445,0.00029765607623522195
3413,68.875133,-166.110022,0.0
62,53.625278,-77.704167,0.00107534816936248
63,48.775278,-64.478611,0.0
60,61.760153,-121.236525,0.0
61,44.225277,-76.596944,0.0
371,51.614089,8.616317,1.8347811679000834e-06
1324,41.923637,8.802917,0.0002564352761045322
2072,21.679564,39.156536,0.010945480758736506
1320,48.982142,6.251319,1.0760845199089094e-06
1321,42.552664,9.483731,5.430293865390815e-05
1322,42.530753,8.793189,2.527422684200706e-05
1323,41.500557,9.097777,6.997805455694894e-05
1551,45.505278,12.351944,0.0016451494190813697
2176,29.226567,47.968928,0.0016445179117978857
6113,61.2358,46.6975,0.0
6110,65.03,35.7333,0.0
6111,59.2736,38.0158,0.0006047737062764098
3854,55.206061,-162.725436,0.001191334733910651
6114,61.8852,34.1547,0.0
3705,21.152886,-157.096256,0.0
2170,31.722556,35.993214,0.0026159787206452997
6119,53.8114,86.8772,2.0557063232127818e-08
6067,-9.878811,-76.204797,0.0
4118,53.5,50.15,0.00010113939087557036
4119,11.5472,43.1594,0.000882493583328991
8355,52.991111,-92.836389,4.554031857456617e-08
3856,57.047138,-135.361611,0.0
4110,28.800278,104.544444,2.2914274219481083e-09
5513,52.3028,-55.8472,0.00014165248496118756
4112,40.9160833,-81.4421944,2.054746070558302e-07
4113,34.6371944,-86.7750556,3.342074176596111e-08
4114,39.3451039,-81.4392031,0.0
4115,32.3006389,-86.3939722,0.0
4116,36.4752222,-82.4074167,8.785994359446157e-06
4117,37.0602875,-88.7729583,0.0
4330,35.416111,51.152222,0.0004805602903082061
4331,36.234,59.643,0.005327598263510098
4334,44.523889,129.568889,6.563154378582082e-06
4335,32.332624,-88.751868,0.0
4336,39.8441,-89.677889,2.0299094682693733e-05
6269,-23.8697,151.223,6.020541414425585e-06
4338,37.303,-108.628056,0.0
2917,52.195,77.073889,1.970750628373039e-08
2914,42.364167,69.478889,2.239401113365191e-07
8225,73.006389,-85.047222,6.081842773600032e-05
2912,43.061306,74.477556,0.00012320115664874113
8223,49.055556,-117.609167,0.0
2910,51.022222,71.466944,0.0011005412947774735
2911,42.853611,71.303611,0.0
1250,42.2318,-8.626775,3.3148484918458435e-06
1251,43.427064,-3.820006,1.1028462552734945e-06
1252,41.666242,-1.041553,5.185330613827664e-07
1253,37.418,-5.893106,3.503557982721887e-05
